出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
商城大道,新螺蛳湾公交枢纽站(商博街),102.778121,24.936905,102.777023,24.930782
云桥村,长水新村,103.004184,25.138251,103.002036,25.135187
长水新村,中宁街,103.002036,25.135187,102.994696,25.134991
中宁街,滇中新区中关村电子城,102.994696,25.134991,102.983585,25.122431
滇中新区中关村电子城,百世快递物流园,102.983585,25.122431,102.979371,25.11622
百世快递物流园,德邦快递普洛斯物流园,102.979371,25.11622,102.972648,25.109666
德邦快递普洛斯物流园,远泽物流园(阿里巴巴),102.972648,25.109666,102.96924,25.105586
远泽物流园(阿里巴巴),张家坡村西口,102.96924,25.105586,102.961931,25.094236
张家坡村西口,竹凤路西口,102.961931,25.094236,102.944258,25.078424
竹凤路西口,万翔街西口,102.944258,25.078424,102.941393,25.076788
万翔街西口,乾海子(新320国道),102.941393,25.076788,102.922452,25.067604
乾海子(新320国道),园艺农场,102.922452,25.067604,102.898485,25.058585
园艺农场,官渡监狱,102.898485,25.058585,102.891866,25.056328
官渡监狱,开发区路口,102.891866,25.056328,102.885216,25.047379
开发区路口,大板桥镇,102.885216,25.047379,102.880391,25.045747
文博路口,招呼站,102.864023,25.038398,102.853429,25.033051
招呼站,金马村,102.853429,25.033051,102.852734,25.033815
金马村,金马后村,102.852734,25.033815,102.847873,25.034544
金马后村,小高坡村,102.847873,25.034544,102.841688,25.033672
小高坡村,大高坡村,102.841688,25.033672,102.838668,25.024158
大高坡村,三瓦村,102.838668,25.024158,102.837574,25.021085
三瓦村,神农饲料厂,102.837574,25.021085,102.835855,25.013759
神农饲料厂,国家粮食四库,102.835855,25.013759,102.830751,25.021163
国家粮食四库,黄龙山饲料厂,102.830751,25.021163,102.825482,25.026185
黄龙山饲料厂,武警二支队,102.825482,25.026185,102.82388,25.027591
武警二支队,两面寺,102.82388,25.027591,102.813599,25.033453
两面寺,东部客运站,102.813599,25.033453,102.789332,25.037279
东部客运站,东部客运站公交站,102.789332,25.037279,102.788307,25.038754
东部客运站公交站,青龙村(金瓦路),102.788307,25.038754,102.795056,25.050091
东三环路口(金瓦路),呼马山(招呼站),102.773872,25.049201,102.767066,25.053659
呼马山(招呼站),东三环(长地埂村),102.767066,25.053659,102.76503,25.058047
东三环(长地埂村),东三环,102.76503,25.058047,102.764102,25.063338
东三环,世博园,102.764102,25.063338,102.755004,25.071324
世博园,铂金大道路口(穿金路),102.755004,25.071324,102.75599,25.082261
穿金路北段,清水河村,102.76191,25.086432,102.766654,25.095951
清水河村,昆曲岔口,102.766654,25.095951,102.766771,25.101072
昆曲岔口,昆曲岔口(丰源路),102.766771,25.101072,102.765482,25.102964
昆曲岔口(丰源路),沣源路中段,102.765482,25.102964,102.762956,25.10678
沣源路中段,北部公交枢纽站,102.762956,25.10678,102.764301,25.109492
市委党校(金瓦路),金瓦路口(东三环),102.775655,25.048989,102.77214,25.047908
金瓦路口(东三环),归十路口,102.77214,25.047908,102.780434,25.031319
归十路口,盛惠园小区,102.780434,25.031319,102.780404,25.026085
6号路,金马路中段,102.781085,25.023906,102.785208,25.020937
金马路中段,金马路东段,102.785208,25.020937,102.781311,25.01895
金马路东段,新农村,102.781311,25.01895,102.777118,25.012474
红外路西口,小板桥,102.771571,24.981085,102.773025,24.975321
小板桥,六谷村(彩云北路),102.773025,24.975321,102.767222,24.965082
螺蛳湾二期车场,螺蛳湾二期,102.778537,24.945321,102.779657,24.941966
螺蛳湾二期,商城大道,102.779657,24.941966,102.778134,24.936866
螺蛳湾商贸城东,螺蛳湾公交枢纽站(商博街),102.778715,24.931211,102.777734,24.930955
螺蛳湾商贸城一期,商城大道,102.77773,24.930955,102.777982,24.938377
商城大道,螺蛳湾二期(商城大道),102.777982,24.938377,102.781241,24.943134
螺蛳湾二期(商城大道),子君村(广福路),102.781241,24.943134,102.777118,24.946497
子君村(广福路),新亚洲体育城(广福路),102.777118,24.946497,102.76306,24.942687
新亚洲体育城(广福路),官渡古镇(广福路),102.76306,24.942687,102.752465,24.953776
世纪城(广福路),昌宏路口(广福路),102.746289,24.960707,102.736658,24.970464
昌宏路口(广福路),华晨路口(广福路),102.736658,24.970464,102.710547,24.979653
华晨路口(广福路),广福路口(前兴路),102.710547,24.979653,102.705017,24.98023
广福路口(前兴路),大庄村(前兴路),102.705017,24.98023,102.70658,24.989462
前卫营(前兴路),前卫西路口(日新中路),102.707734,24.994362,102.69928,24.996853
前卫西路口(日新中路),南苑,102.69928,24.996853,102.684136,25.000681
滇池路口(日新西路),柳苑,102.677352,25.008516,102.677418,25.013125
柳苑,东陆桥(西园路),102.677418,25.013125,102.684271,25.029527
丹霞路口(西园路),春晖小区,102.679831,25.036224,102.679883,25.050226
海源中路口(滇缅大道),假日城市小区(滇缅大道),102.661055,25.063876,102.656771,25.063346
假日城市小区(滇缅大道),滇缅大道路口(科新路),102.656771,25.063346,102.65253,25.065707
滇缅大道路口(科新路),昌源北路口(科新路),102.65253,25.065707,102.653555,25.067687
螺蛳湾公交枢纽站(西行),螺蛳湾公交枢纽站(东行),102.77776,24.930964,102.777266,24.930742
螺蛳湾公交枢纽站(东行),螺蛳湾商贸城东,102.777266,24.930742,102.779549,24.932196
螺蛳湾商贸城东,商城大道,102.779549,24.932196,102.777977,24.938464
商城大道,新螺蛳湾二区,102.777977,24.938464,102.780104,24.943503
新螺蛳湾二区,子君村(广福路),102.780104,24.943503,102.777205,24.946545
昌宏路口(广福路),双凤路口(广福路),102.73674,24.970408,102.723928,24.977648
双凤路口(广福路),华晨路口(广福路),102.723928,24.977648,102.710326,24.979644
昆明同仁医院(广福路),滇池卫城(红塔东路),102.697674,24.979345,102.682773,24.976055
滇池路口(红塔东路),七公里,102.673984,24.974167,102.670418,24.977291
七公里,滇池度假区管委会,102.670418,24.977291,102.66674,24.98172
滇池度假区管委会,西贡码头(滇池路),102.66674,24.98172,102.662904,24.984983
大坝村,平桥村(广福路),102.668468,24.999575,102.67201,25.006758
平桥村(广福路),草海隧道西口,102.67201,25.006758,102.653404,25.028389
草海隧道西口,下窑,102.653404,25.028389,102.647652,25.037174
下窑,西部客运站(昆州路),102.647652,25.037174,102.640739,25.035686
新螺蛳湾公交枢纽站(商博街),织布营,102.776993,24.930811,102.766998,24.978876
织布营,西南林业大学东门(东三环),102.766998,24.978876,102.764076,25.063402
西南林业大学东门(东三环),世博园,102.764076,25.063402,102.754557,25.070369
世博园,北市区车场,102.754557,25.070369,102.728844,25.099026
东部公交枢纽站,青龙村,102.789124,25.037991,102.796608,25.048542
青龙村,虹桥立交桥东口,102.796608,25.048542,102.781181,25.035803
虹桥立交桥东口,织布营,102.781181,25.035803,102.76651,24.97674
织布营,大都购物中心,102.76651,24.97674,102.766685,24.971724
大都购物中心,子君村(彩云北路),102.766685,24.971724,102.767882,24.95691
子君村(彩云北路),新螺蛳湾国际商贸城二期,102.767882,24.95691,102.779618,24.941923
新螺蛳湾国际商贸城二期,商城大道,102.779618,24.941923,102.778122,24.936932
商城大道,新螺蛳湾公交枢纽站,102.778122,24.936932,102.777679,24.930943
郊野公园,玉案山路中段,102.627914,25.074011,102.630173,25.070078
玉案山路中段,云感寺,102.630173,25.070078,102.630157,25.066284
云感寺,玉案山岔路口,102.630157,25.066284,102.63755,25.062908
玉案山岔路口,黑筇段路口,102.63755,25.062908,102.642494,25.06566
黑筇段路口,海源寺,102.642494,25.06566,102.640808,25.074617
海源寺,海源北路西口,102.640808,25.074617,102.63961,25.0805
海源北路西口,海源北路,102.63961,25.0805,102.642342,25.079306
海源北路,商院路口,102.642342,25.079306,102.647392,25.077049
商院路口,科开路口,102.647392,25.077049,102.650627,25.075603
科开路口,科新路口,102.650627,25.075603,102.65509,25.073633
科新路口,海源北路,102.65509,25.073633,102.659668,25.071449
海源北路,科泰路口(海源北路),102.659668,25.071449,102.662033,25.067743
科泰路口(海源北路),黄土坡立交桥西口,102.662033,25.067743,102.664146,25.06415
黄土坡立交桥西口,黄土坡后街,102.664146,25.06415,102.673997,25.064236
朝云街口(谊康北路),彩云南路口(朝云街),102.824959,24.876858,102.825119,24.878702
彩云南路口(朝云街),地铁站C口,102.825119,24.878702,102.825935,24.883125
地铁站C口,彩云南路口(春融街),102.825935,24.883125,102.827362,24.884449
昆三中(春融街),景明北路口(宝珠街),102.836823,24.8874,102.844482,24.87273
景明北路口(宝珠街),祥丰路口(春融东路),102.844482,24.87273,102.840195,24.8703
祥丰路口(春融东路),祥园街口(春融东路),102.840195,24.8703,102.841782,24.865759
祥园街口(春融东路),联大街口(春融东路),102.841782,24.865759,102.843399,24.861172
联大街口(春融东路),春融东路(师大西门),102.843399,24.861172,102.844757,24.857323
春融东路(师大西门),聚贤街,102.844757,24.857323,102.848198,24.856194
聚贤街口(景明南路),理工大学(景明南路),102.851646,24.854996,102.851944,24.850044
理工大学(景明南路),月华街,102.851944,24.850044,102.849411,24.84111
月华街,雨花公交枢纽站,102.849411,24.84111,102.843891,24.836994
新册公交枢纽站,白龙潭紫岫苑,102.842812,24.902105,102.842087,24.893164
白龙潭紫岫苑,昆百大新都会(春融街),102.842087,24.893164,102.845779,24.890461
昆百大新都会(春融街),昆三中(春融街),102.845779,24.890461,102.838104,24.888033
彩云南路口(春融街),春融街口(谊康北路),102.828018,24.884865,102.822914,24.880629
春融街口(谊康北路),驼峰街口(彩云南路),102.822914,24.880629,102.829651,24.871077
驼峰街口(彩云南路),联大街地铁站(彩云南路),102.829651,24.871077,102.834229,24.858273
联大街地铁站(彩云南路),聚贤街西段,102.834229,24.858273,102.828926,24.850651
聚贤街西段,医科大学北门,102.828926,24.850651,102.82814,24.847921
医科大学北门,雨花路(医科大学),102.82814,24.847921,102.828804,24.841398
雨花路(医科大学),雨花路(中医学院),102.828804,24.841398,102.826279,24.838486
雨花路(中医学院),雨花路(艺术学院),102.826279,24.838486,102.82267,24.834335
教场北路西段,观音寺,102.693474,25.074257,102.673836,25.07869
观音寺,普吉路口,102.673836,25.07869,102.67366,25.066936
拓东体育馆(东风东路),董家湾(环城东路),102.731239,25.03826,102.734418,25.035777
牛街庄,经开区车场,102.778932,25.005438,102.783843,25.003086
西寺塔,西岳庙(西昌路),102.709132,25.029245,102.70776,25.02421
西岳庙(西昌路),弥勒寺(西昌路),102.70776,25.02421,102.699518,25.034497
潘家湾(西昌路),西站,102.694462,25.045525,102.688759,25.052617
普吉家园(小屯路),云南省阜外医院(沙河北路),102.66539,25.096102,102.659366,25.09809
篆塘(大观路),茭菱路口(环城西路),102.69278,25.038988,102.690598,25.049427
一二一大街(莲花池),莲花池,102.703911,25.057027,102.702231,25.061115
白云路口(教场东路),巴士家园,102.703355,25.067049,102.702728,25.074314
教场北路口,教场中路口(教场北路),102.696905,25.07253,102.695703,25.072405
教场北路西段,泉林雅居小区西,102.693559,25.073754,102.693568,25.080577
泉林雅居小区西,泉林雅居小区,102.693568,25.080577,102.694557,25.083507
巫家坝车场,官渡广场(民航路),102.755018,25.006097,102.744965,25.011202
官渡广场(民航路),吴井路口(民航路),102.744965,25.011202,102.737206,25.022089
吴井路口(民航路),东站(环城东路),102.737206,25.022089,102.73451,25.03431
董家湾(环城东路),董家湾(东风东路),102.734531,25.036402,102.736107,25.038321
金马路东段,天文台(金马路),102.781185,25.018772,102.785165,25.02079
天文台(金马路),羊方凹,102.785165,25.02079,102.785699,25.016042
羊方凹,幸福邻里小区,102.785699,25.016042,102.785942,25.01168
南苑,邬小村(日新中路),102.683286,25.001424,102.691185,24.996918
邬小村(日新中路),前卫西路口(日新中路),102.691185,24.996918,102.698464,24.996641
前卫西路口(日新中路),佳湖花园(日新东路),102.698464,24.996641,102.713168,24.999167
锦苑花园(日新东路),关上(日新路),102.718885,25.000135,102.748199,25.008442
官渡广场(国贸路),昆明会展中心(国贸路),102.743537,25.012135,102.731892,25.008963
双桥村,佳湖花园(日新东路),102.730247,25.006011,102.713099,24.999266
佳湖花园(日新东路),洒金巷口(海埂路),102.713099,24.999266,102.708789,25.00849
洒金巷口(海埂路),篆塘,102.708789,25.00849,102.694488,25.041484
昆明市实验中学,延安医院(人民东路),102.722023,25.042561,102.730835,25.043646
王大桥,虹桥路口(金瓦路),102.748451,25.041492,102.755747,25.040204
郭家凹,东三环路口(寺瓦路),102.764249,25.047227,102.773316,25.049028
东三环路口(寺瓦路),市委党校(金瓦路),102.773316,25.049028,102.776997,25.048498
鲜花大道路口,大渔路口(碧鸡路),102.649788,25.018061,102.6455,25.021872
大渔路口(碧鸡路),苏家村(碧鸡路),102.6455,25.021872,102.650826,25.024357
西三环路口(碧鸡路),小河埂(海源南路),102.65648,25.026133,102.661645,25.028559
小河埂(海源南路),新发小区(海源南路),102.661645,25.028559,102.660773,25.035213
新发小区(海源南路),丽苑路西段,102.660773,25.035213,102.660027,25.037136
昌源南路口(人民西路),眠山地铁站,102.653847,25.046904,102.650101,25.047127
眠山地铁站,眠山车场,102.650101,25.047127,102.648043,25.046966
大渔公园,长风路口(渔博路),102.802339,24.825421,102.816719,24.814562
长风路口(渔博路),博欣路口(渔博路),102.816719,24.814562,102.818381,24.811189
博欣路口(渔博路),高新大道,102.818381,24.811189,102.813277,24.805768
化城北口,化古城村(尚德街),102.804076,24.785916,102.807274,24.777622
经开区车场,经牛路口(昌宏路),102.783646,25.003008,102.780609,24.998537
关上(民航路),官渡广场(国贸路),102.746735,25.008684,102.743576,25.012154
双福路口(国贸路),宝海路口(国贸路),102.738702,25.009878,102.735786,25.010087
宝海路口(国贸路),昆明会展中心(国贸路),102.735786,25.010087,102.731766,25.008938
双龙桥,东寺街南口,102.713385,25.023615,102.709259,25.027409
东寺街南口,东寺街,102.709259,25.027409,102.709007,25.032183
丽阳星城小区(海源北路),商院路口,102.64224,25.079332,102.647956,25.079536
商院路口,科开路口(科高路),102.647956,25.079536,102.652641,25.077539
科开路口(科高路),海源北路口(科开路),102.652641,25.077539,102.652214,25.074158
科发路口(昌源北路),滇缅大道路口,102.656586,25.066507,102.657031,25.064414
滇缅大道路口,假日城市小区(昌源中路),102.657031,25.064414,102.657623,25.062057
高新区车场,洪家营,102.661228,25.059566,102.667235,25.059145
洪家营,科医路口(洪源路),102.667235,25.059145,102.667747,25.056458
科医路口(洪源路),二环西路口(科医路),102.667747,25.056458,102.668472,25.055433
二环西路口(科医路),省社科联(二环西路),102.668472,25.055433,102.670799,25.053941
省社科联(二环西路),丰宁小区,102.670799,25.053941,102.673533,25.049102
丰宁小区,西园路口(茭菱路),102.673533,25.049102,102.677795,25.048761
西园路口(茭菱路),茭菱路,102.677795,25.048761,102.684135,25.049978
福海乡,正和小区,102.68497,25.010499,102.677318,25.006953
正和小区,中北集团,102.677318,25.006953,102.678212,24.999427
海边沟,昌宏路口(广福路),102.731016,24.973494,102.738416,24.968915
螺蛳湾二期车场,商城大道,102.778533,24.945317,102.778153,24.936792
红枫路口(林溪路),云霞路口(民旺路),102.833885,24.945578,102.831673,24.945715
云霞路口(民旺路),云湾路口(春漫大道),102.831673,24.945715,102.838257,24.94698
云湾路口(春漫大道),春漫大道,102.838257,24.94698,102.848122,24.941156
春漫大道,康惠馨苑,102.848122,24.941156,102.874924,24.956015
金瓦路,太平村(虹桥路),102.752938,25.038555,102.758407,25.035729
太平村(虹桥路),虹桥立交桥东,102.758407,25.035729,102.781493,25.03543
春融街地铁站C口,彩云南路口(春融街),102.826042,24.882808,102.827487,24.884466
市委(春融东路),锦绣大街口(春融东路),102.836363,24.880955,102.837969,24.876476
锦绣大街口(春融东路),宝珠街口(春融东路),102.837969,24.876476,102.840187,24.870295
宝珠街口(春融东路),祥园街口(春融东路),102.840187,24.870295,102.841797,24.865712
祥园街口(春融东路),春融东路(师大西门),102.841797,24.865712,102.844475,24.858129
彩云南路口(景明南路),大学城地铁站a口,102.843941,24.840151,102.841972,24.836603
大学城地铁站a口,云南白药街,102.841972,24.836603,102.826745,24.82326
云南白药街,雨花路口(长风路),102.826745,24.82326,102.81987,24.816289
雨花路口(长风路),长风路口(渔博路),102.81987,24.816289,102.816719,24.814562
长风路口(渔博路),渔博路口(博欣路),102.816719,24.814562,102.816914,24.809844
渔博路口(博欣路),华光路口(博欣路),102.816914,24.809844,102.813563,24.80849
华光路口(博欣路),博欣路西口,102.813563,24.80849,102.809119,24.806328
信息产业基地车场,王家营(石龙路),102.845972,24.935781,102.838116,24.923112
王家营(石龙路),金山路口(石龙路),102.838116,24.923112,102.836693,24.916997
金山路口(石龙路),大梨园路口(石龙路),102.836693,24.916997,102.835894,24.912591
大梨园路口(石龙路),小新册村口,102.835894,24.912591,102.835933,24.904583
小新册村,白龙潭紫岫苑,102.839805,24.900712,102.842166,24.893151
昆百大新都会(春融街),昆三中(春融东路),102.84576,24.890451,102.834688,24.885629
昆三中(春融东路),市委(朝云街),102.834688,24.885629,102.835282,24.88181
市委(朝云街),市政府(朝云街),102.835282,24.88181,102.830642,24.88043
市政府(朝云街),春融街地铁站C口,102.830642,24.88043,102.826042,24.882808
昌宏西路口(环湖东路),会展东路口(会展西路),102.715725,24.935161,102.709809,24.95204
会展东路口(会展西路),会展西路口(巫家坝路),102.709809,24.95204,102.717196,24.95523
会展西路口(巫家坝路),永胜村(巫家坝路),102.717196,24.95523,102.720329,24.959753
永胜村(巫家坝路),上五甲村(巫家坝路),102.720329,24.959753,102.725281,24.966919
上五甲村(巫家坝路),海边沟,102.725281,24.966919,102.729118,24.974783
海边沟,双凤路口(广福路),102.729118,24.974783,102.723953,24.977631
王家村(昌宏西路),广福路口(昌宏西路),102.741398,24.975608,102.736658,24.96878
广福路口(昌宏西路),昌宏西路中段,102.736658,24.96878,102.735035,24.966406
昌宏西路中段,宝象河昌宏西路,102.735035,24.966406,102.731762,24.961276
宝象河昌宏西路,后沟河桥,102.731762,24.961276,102.73036,24.958954
后沟河桥,昌宏西路罗衙立交,102.73036,24.958954,102.724544,24.950247
昌宏西路罗衙立交,李家村(昌宏西路),102.724544,24.950247,102.720872,24.946198
李家村(昌宏西路),五甲塘湿地公园,102.720872,24.946198,102.717964,24.942973
五甲塘湿地公园,昌宏西路口(环湖东路),102.717964,24.942973,102.714462,24.935793
海埂公园东门,体院路口(兴体路),102.675106,24.959522,102.676823,24.967079
东陆桥(西园路),卢家营,102.684266,25.029531,102.681632,25.03072
华夏中专(近华浦路),秋苑小区(昆州路),102.674306,25.038299,102.667444,25.038173
昌源南路,眠山车场,102.6548,25.043368,102.647866,25.047098
北门街口(兴呈路),斗南(金桂街),102.793232,24.896737,102.783394,24.897635
斗南(金桂街),斗南村(金桂街),102.783394,24.897635,102.778464,24.893971
斗南村(金桂街),回龙村(环湖东路),102.778464,24.893971,102.748338,24.909414
回龙村(环湖东路),海东湿地公园,102.748338,24.909414,102.728622,24.925999
海东湿地公园,宝丰湿地公园,102.728622,24.925999,102.723145,24.929983
宝丰湿地公园,昌宏西路口(环湖东路),102.723145,24.929983,102.715782,24.935125
滇池会展中心(环湖东路),范家村(环湖东路),102.704231,24.940807,102.698059,24.943624
范家村(环湖东路),金湖路口(环湖东路),102.698059,24.943624,102.692169,24.954704
古滇博物馆,马鞍山北,102.748659,24.768095,102.760508,24.770226
马鞍山北,招呼站,102.760508,24.770226,102.777626,24.790806
招呼站,大海晏(环湖东路),102.777626,24.790806,102.773811,24.809145
大海晏(环湖东路),罗家村,102.773811,24.809145,102.77227,24.817535
捞鱼河公园,大河口,102.772476,24.823412,102.775993,24.832235
大河口,王家庄(环湖东路),102.775993,24.832235,102.777023,24.834818
新村,乌龙村口(环湖东路),102.780296,24.842236,102.7938,24.856384
乌龙村口(环湖东路),斗南街口(环湖东路),102.7938,24.856384,102.775558,24.893473
斗南街口(环湖东路),回龙村(环湖东路),102.775558,24.893473,102.748337,24.90941
昌宏西路口(环湖东路),滇池国际会展中心(环湖东路),102.715805,24.935108,102.704232,24.940816
滇池国际会展中心(环湖东路),范家村(环湖东路),102.704232,24.940816,102.69809,24.943598
范家村(环湖东路),环湖东路口(湖滨路),102.69809,24.943598,102.692279,24.951172
海埂村,海埂公园东门,102.678594,24.958624,102.675249,24.95953
滇池度假区管委会(滇池路),西贡码头(迎海路),102.66622,24.98227,102.659822,24.984926
斗南花市东,兴呈路口(鲜花大道),102.790504,24.903051,102.791313,24.90527
兴呈路口(鲜花大道),斗南路口,102.791313,24.90527,102.793747,24.90167
彩云南路口(三铝公路),联大街地铁站(彩云南路),102.829529,24.866732,102.834251,24.858255
联大街地铁站(彩云南路),彩云南路口,102.834251,24.858255,102.838416,24.853294
彩云南路口,春融东路(师大西门),102.838416,24.853294,102.844271,24.859501
春融东路(师大西门),联大街(师大北门),102.844271,24.859501,102.846786,24.863312
联大街(师大北门),昆明南站西广场,102.846786,24.863312,102.856648,24.869386
石碑村(兴呈路),下可乐村口(呈祥街),102.802352,24.880178,102.805872,24.877057
下可乐村口(呈祥街),呈祥街,102.805872,24.877057,102.81115,24.878789
呈祥街,朝云街口(春融西路),102.81115,24.878789,102.817821,24.879492
朝云街口(春融西路),春融西路口(朝云街),102.817821,24.879492,102.821324,24.877591
春融西路口(朝云街),彩云南路口(朝云街),102.821324,24.877591,102.825126,24.878707
锦绣大街口(景明北路),吴家营(景明北路),102.8425,24.881163,102.84648,24.87
吴家营(景明北路),景明北路口(祥园街),102.84648,24.87,102.848655,24.868681
景明北路口(祥园街),昆明南站,102.848655,24.868681,102.863499,24.872217
昆明南站西广场,祥和路口(祥园街),102.856941,24.86857,102.851006,24.869427
祥和路口(祥园街),吴家营(景明北路),102.851006,24.869427,102.846741,24.869621
吴家营(景明北路),宜和路地铁站,102.846741,24.869621,102.843735,24.884209
宜和路地铁站,白龙潭浣园1号门,102.843735,24.884209,102.844666,24.885324
白龙潭浣园1号门,白龙潭浣园2号门,102.844666,24.885324,102.843781,24.888699
白龙潭浣园2号门,昆百大新都会(宜和路),102.843781,24.888699,102.844841,24.891588
昆百大新都会(宜和路),白龙潭善书院西门,102.844841,24.891588,102.845901,24.894484
白龙潭善书院西门,白龙潭晴岚院(碧潭街),102.845901,24.894484,102.843506,24.89612
白龙潭晴岚院(碧潭街),小新册村口(石龙路),102.843506,24.89612,102.834604,24.905009
小新册村口(石龙路),大梨园路口(石龙路),102.834604,24.905009,102.836372,24.913912
大梨园路口(石龙路),王家营(石龙路),102.836372,24.913912,102.838356,24.922396
王家营(石龙路),春漫大道,102.838356,24.922396,102.848747,24.940956
春漫大道,经开区管委会(春漫大道),102.848747,24.940956,102.841125,24.946537
渔浦路口,园宝村(云南白药街),102.796577,24.824228,102.815987,24.818495
云南白药街,云南开放大学东门,102.824622,24.821684,102.833824,24.821306
云南开放大学东门,关山环路(云大西一门),102.833824,24.821306,102.845751,24.819701
关山环路(云大西一门),关山环路(云大西二门),102.845751,24.819701,102.842331,24.824371
关山环路(云大西二门),梁王路口(万青路),102.842331,24.824371,102.863327,24.83655
聚贤街口(景明南路),昆明南站西广场,102.851997,24.854158,102.856681,24.869257
昆明南站西广场,联大街,102.85694,24.868568,102.847786,24.863825
联大街,春融东路,102.847786,24.863825,102.844475,24.858147
春融东路,聚贤街,102.844475,24.858147,102.848175,24.85619
景明南路,月华街,102.851929,24.849987,102.849403,24.841129
月华街,彩云南路口(景明南路),102.849403,24.841129,102.843903,24.840139
大学城地铁站A口,下庄村(月华街),102.841972,24.836489,102.835205,24.833654
下庄村(月华街),月华街,102.835205,24.833654,102.830261,24.833359
月华街,雨花路口(月华街),102.830261,24.833359,102.824425,24.8349
雨花路口(月华街),雨花路,102.824425,24.8349,102.826004,24.838003
雨花路,雨花路(医科大学),102.826004,24.838003,102.828842,24.841276
雨花路(医科大学),医科大学北门,102.828842,24.841276,102.828026,24.848629
医科大学北门,聚贤街西段,102.828026,24.848629,102.829132,24.850559
聚贤街西段,彩云南路口,102.829132,24.850559,102.838318,24.853264
彩云南路口,春融东路,102.838318,24.853264,102.844162,24.859795
春融东路,联大街,102.844162,24.859795,102.846802,24.863316
联大街,昆明南站西广场,102.846802,24.863316,102.856758,24.869085
昆明南站西广场,聚贤街,102.856936,24.868581,102.853971,24.857904
聚贤街,柏枝营(致远路),102.853971,24.857904,102.859271,24.858737
柏枝营(致远路),理工大学憬园,102.859271,24.858737,102.862144,24.848707
理工大学憬园,理工大学恬园,102.862144,24.848707,102.863235,24.844536
理工大学恬园,万青路口(致远路),102.863235,24.844536,102.859848,24.839466
万青路口(致远路),前卫营村(致远路),102.859848,24.839466,102.853745,24.834618
前卫营村(致远路),云南白药街,102.853745,24.834618,102.826729,24.823252
云南白药街,大梨园,102.826729,24.823252,102.821762,24.815165
大梨园,高新大道,102.821762,24.815165,102.813286,24.805769
化城南口,尚德街口(生物谷街),102.804175,24.783641,102.808485,24.775673
尚德街口(生物谷街),塔山路口(生物谷街),102.808485,24.775673,102.814453,24.775868
塔山路口(生物谷街),梁峰路口(生物谷街),102.814453,24.775868,102.817964,24.775951
梁峰路口(生物谷街),高新区管委会(马金铺),102.817964,24.775951,102.822339,24.776046
古滇博物馆,古滇温泉(招呼站),102.750538,24.768069,102.756029,24.769154
古滇温泉(招呼站),马鞍山北,102.756029,24.769154,102.760473,24.770213
马鞍山北,石城村(招呼站),102.760473,24.770213,102.777474,24.79092
石城村(招呼站),招呼站,102.777474,24.79092,102.774041,24.804175
新村,滇池星城小区(海湖路),102.780321,24.842296,102.795282,24.85806
彩云南路口(三铝公路),祥园街口(春融东路),102.829514,24.866736,102.841801,24.865694
祥园街口(春融东路),联大街,102.841801,24.865694,102.846606,24.863264
联大街,昆明南站,102.846606,24.863264,102.86349,24.87202
联大街,春融街地铁站B口,102.847786,24.863825,102.825264,24.884932
春融街地铁站B口,斗南地铁站(彩云北路),102.825264,24.884932,102.791695,24.908001
螺蛳湾公交枢纽站(彩云北路),子君村(彩云北路),102.775078,24.928447,102.768368,24.957096
子君村(彩云北路),大都购物中心(彩云北路),102.768368,24.957096,102.767097,24.972998
织布营,虹桥立交桥东,102.767001,24.978906,102.781403,25.035429
虹桥立交桥东,东部公交枢纽站,102.781403,25.035429,102.788765,25.038212
春融街地铁站B口,呈黄立交桥北,102.82518,24.885174,102.816872,24.897955
呈黄立交桥北,斗南地铁站(彩云北路),102.816872,24.897955,102.791695,24.907991
照西村,螺蛳湾公交枢纽站,102.777061,24.92152,102.777252,24.930742
昆明南站西广场,回回营(春融西路),102.856995,24.868402,102.821762,24.868212
回回营(春融西路),上可乐村口(驼峰街),102.821762,24.868212,102.799375,24.863602
上可乐村口(驼峰街),滇池星城小区,102.799375,24.863602,102.79487,24.861814
滇池星城小区,斗南街口(环湖东路),102.79487,24.861814,102.775558,24.893473
回龙村(环湖东路),宝丰湿地公园,102.748276,24.909475,102.723142,24.929991
滇池会展中心(环湖东路),滇池卫城(红塔东路),102.704219,24.94082,102.682739,24.976046
滇池卫城(红塔东路),西贡码头(滇池路),102.682739,24.976046,102.66293,24.98497
西贡码头(滇池路),渔堆村,102.66293,24.98497,102.671484,25.001871
渔堆村,平桥村(广福路),102.671484,25.001871,102.672066,25.006689
平桥村(广福路),华苑路口(昆州路),102.672066,25.006689,102.645629,25.040556
华苑路口(昆州路),西部客运站(昆州路),102.645629,25.040556,102.640868,25.036159
螺蛳湾公交枢纽站(彩云北路),普自村,102.775072,24.928449,102.756788,24.948837
世纪城(广福路),双凤路口(广福路),102.746159,24.960859,102.724106,24.977548
双凤路口(广福路),前兴路口(广福路),102.724106,24.977548,102.703446,24.979418
中北集团,平桥村(广福路),102.67794,25.000065,102.672012,25.006758
平桥村(广福路),昆州路口(华苑路),102.672012,25.006758,102.647574,25.039345
昆州路口(华苑路),眠山(春雨路),102.647574,25.039345,102.646814,25.048876
眠山(春雨路),招呼站,102.646814,25.048876,102.647261,25.092713
招呼站,西北部公交枢纽站,102.647261,25.092713,102.665428,25.092842
